原始路径,字节数,尺寸,含透明像素,分类,SHA256,新共用ID,迁移方式
main_hud_exact_v1/01_exact/commands/command_04_slot.png,8595,"[69, 65]",False,reference_only,dcf0892f0fd518ab316ca3001f6439cd5073cf4df5d1f283bb31cffac67e7411,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_05_art.png,6530,"[61, 57]",False,reference_only,f03f2fc392eb8b276fdf80644c2b0281476c0a8829c23cce1d128c1254d73340,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_05_key.png,833,"[16, 20]",False,reference_only,df30b6531db3a1d4b1c3d2aed901370cac94049ceb8e85c7a94dbae40d387d0b,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_05_slot.png,7920,"[69, 65]",False,reference_only,3b44c753421bf314d90677eba54c35058e592522bf03d355e684286782706184,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_06_art.png,5953,"[61, 57]",False,reference_only,a698a22e85db3442bc08f1190da3130ead45935422924e2bf45e06ebce8dc8f2,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_06_key.png,838,"[16, 20]",False,reference_only,04033263968411bab82875823b3ab28c851e44979ef5978e541822eb0e10dd04,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_06_slot.png,7247,"[69, 65]",False,reference_only,fa414ed27ea5f27170281104e75f0c48a5e50f69711a5cc87a97a1747a107bff,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_07_art.png,8195,"[61, 57]",False,reference_only,17ce8cca0290ce14f71fd62331e419324e19051eaa00307815f4d13016fe9264,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_07_key.png,800,"[16, 20]",False,reference_only,48d24297ee31ebb7d8d9def836c9567de671739d32fb6b818891ad69db118b43,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_07_slot.png,9699,"[69, 65]",False,reference_only,7c42a8d8bffe6d1f5a93a35e14598fcaaf0ab87ca7c1f8ab7a679e7400954e09,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_08_art.png,4243,"[61, 57]",False,reference_only,14f4e306dfd43de69ad48366aa328578a63c523433e797f76992e6da19a83060,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_08_key.png,685,"[16, 20]",False,reference_only,95adfbcd48ad7fa86e07ad94af03f83dd3f8b85f6ae961d4fc54bc123070bc66,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_08_slot.png,5504,"[69, 65]",False,reference_only,82ca5cab2953510d0dfe1eff05b472adb857e1ff1627ef3c1a53e69d8a632d8c,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_09_art.png,7965,"[61, 57]",False,reference_only,83cf962605eb3bf4ef94bd446af601d7ca836f437ba1a35c1c74f311e81bde79,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_09_key.png,841,"[16, 20]",False,reference_only,b5c280d6d0b35e87d2a0d613a41ff623aa346417fa1ca10ca3b725f751979176,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_09_slot.png,9440,"[69, 65]",False,reference_only,38127747739d0ba8f8ed15d5ad09544f71ae7af670b345b8526026302bd33bcc,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_10_art.png,7492,"[61, 57]",False,reference_only,4c038d197d2f76fbef7902782d5072b1c8d2bc0ba1ca7559ea4e436b3c593318,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_10_key.png,890,"[16, 20]",False,reference_only,61ff495c6d6d9a95a05b1ce0beee98649181eae8f92d5aa6e7aea788b77876f0,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_10_slot.png,8875,"[69, 65]",False,reference_only,70a81b06dcd7b05293853b2aff751c33aad8be4db97a5da22db15b377415eb5d,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_11_art.png,7563,"[61, 57]",False,reference_only,0fd52cc3d941a779736ca4beb2c60ee644cae39e1ccdafc4e733c72f186f6ee2,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_11_key.png,897,"[16, 20]",False,reference_only,50e2d76c68c34d1906fd7482e30492adfba18f1a3e49f7325161a787d7911a19,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_11_slot.png,8989,"[69, 65]",False,reference_only,3c2d18b66097c5f90c724038a1263adae8e92005044c6ef7decdac9059d65680,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_12_art.png,7714,"[61, 57]",False,reference_only,56d341bba34c746eed0db122a518164bbde4f3371804378b12d04652bfe6b7d1,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_12_key.png,842,"[16, 20]",False,reference_only,8dff9b0ae727b5f9b3d00de3bfc1c060228fbf71c94571ba26d32b56bdb14a9c,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/command_12_slot.png,9129,"[69, 65]",False,reference_only,4052143e13ae45ddf6dcd73a49c8248b59465712af30614ef1f4cfb631a94fee,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/commands/commands_module.png,141350,"[350, 247]",False,reference_only,ac01529a98ebe2830f4db2b29c190b0abee543cbb304fe3b7983ea0bfb2c066d,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/hero_module.png,136423,"[538, 171]",False,reference_only,0ffee94ca9ef8633ed458f4346367a7134d124e01bf7447e233011f575fdfdd9,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/hero_name.png,5386,"[91, 29]",False,reference_only,a095d374e17cc2123b2af6edc21789fa1903da0220cd0c9e7e9056d933f6aef7,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/hp.png,11451,"[347, 25]",False,reference_only,e2b6b793e521254a0cb2b5a1076d36ae82b5b88a344ada6402d023462dbcd428,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/hp_fill_clean.png,1524,"[117, 16]",False,reference_only,f3456f5816c280622601f9641765537d31382c91cc35a4615f786450d484f48d,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/hp_number.png,4608,"[90, 21]",False,reference_only,82b52d6741ef482c29124dce9e0d39fd419bd42a6a0f144dd0dfb0763805b793,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/hp_track_clean.png,723,"[54, 16]",False,reference_only,86b378a22c8e5ca98352246533d44924559dba3e4a10b77d5976ce526ddc4fbd,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/level.png,2695,"[52, 27]",False,reference_only,d232fdffba240cdf1cde4d4056e0ae354f8c1b98fa8b190e7c3fee723a081080,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/mp.png,11317,"[347, 26]",False,reference_only,dab39d4a2f427c5e0e4b56c40e0f81ba236bd59fbd4a30c4a1a3e21d634a5147,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/mp_fill_clean.png,1535,"[123, 14]",False,reference_only,c998a7ecb22d12861057dfe07d65fec7dc328639df78ab03f544758fcebe7e3f,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/mp_number.png,4456,"[94, 21]",False,reference_only,5b02554f6074a1725d0ac38d96e3e8eb7ba81b5b1f81de0147d55d182a0933b3,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/mp_track_clean.png,1374,"[123, 14]",False,reference_only,7f5fc2b75b0f6e9b8a152b8da5f6bade087ce6176f0592b7f2e95ebe085f28dd,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/portrait.png,28416,"[120, 118]",False,reference_only,e0ad8c122e55b844b3a4ec8651256bef775be337335a4d02044e4fda966a14b5,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/portrait_footer.png,2237,"[118, 17]",False,reference_only,111333be84c75a34023a90ee9be2c75a4b69f09fe4d14df77f2cd9cd8718a539,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_agility_icon.png,1633,"[27, 28]",False,reference_only,a4b3bf41b1d910df604e3617d2017f6fc4cd25e476c8a4b7d50fe8a0b7c45f77,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_agility_label.png,2056,"[40, 25]",False,reference_only,06d6d2cb9734fa825095d2c8f2e6673b14e616c904b4393a0b0e993dfce36a39,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_agility_value.png,1964,"[45, 19]",False,reference_only,af2d3b350c04242d48403d32baec7ddf36b563c2f659248e86ec93d1d85a057b,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_armor_icon.png,1588,"[26, 28]",False,reference_only,349100000630ac7957fbc0c67850388c280fdcd1ac0cd2d71f3ec973195c1834,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_armor_label.png,1933,"[40, 25]",False,reference_only,fb8f71f2a58119435e849b2dbdae70fbd6b0eb3d3c5cf7897bc1526c22eb2cd9,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_armor_value.png,1797,"[45, 19]",False,reference_only,736017c32f12c655799c2c957a038330276b7a4ce72ec6759c64d365c66eb6d4,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_attack_icon.png,1664,"[27, 28]",False,reference_only,fe9bcd0c2e9c64f10f6f388c84c1894b7f6f75ffb824457b21cf358b0ddd941f,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_attack_label.png,2046,"[40, 25]",False,reference_only,b11f4347cca6619e9f45808b4649f97a52b2cf205a9410d0b94e27d03b28ef4a,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_attack_value.png,1911,"[45, 19]",False,reference_only,70051863b8b13e084bf4cf49af6b31b06194acd22ef0f35bc0472175504567e8,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_intelligence_icon.png,1725,"[27, 28]",False,reference_only,65e7749db0b094987f2b44cb220524fb9d4b092cf12cc5120c7e0ed14b36040e,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_intelligence_label.png,2114,"[40, 25]",False,reference_only,63c808e9cd1a65f925f970564446d43d8df2ea36e8918ee8712c2551cf3ddf8a,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_intelligence_value.png,2163,"[45, 19]",False,reference_only,04eee308a23fafa72e6e29e3fc3ec3c243362b9cb333ff5af77f2b2bd2062734,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_strength_icon.png,1626,"[27, 28]",False,reference_only,8974da2ba2bd5c1224ca8ab9ebb3eaea003339ba338d106cff18cdda1d78e5c2,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_strength_label.png,1818,"[40, 25]",False,reference_only,0e85ffc6b99a283069818c381938d585c6d508db2130270b37cdaf444c86f232,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/hero/stat_strength_value.png,1906,"[45, 19]",False,reference_only,f382187b036d8d7dc19e083af7144013290ec6f35ca59322f42bf259e78e8f8c,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/currency_icon.png,1224,"[22, 22]",False,reference_only,c14dbaae4cca42d3945f63f394138e2f2e133618027df0b1daf7ada97bb28dd8,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/currency_row.png,4191,"[84, 28]",False,reference_only,5b2cdb61d7aff74ff22d1c32fd5b67e376758f4e8d0fb29642e01422224bdaf1,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/currency_value.png,1964,"[38, 23]",False,reference_only,50a83a2fb3c8d505d3d68a12b7c8ecf225c5da7e36baf9bddcc9ae3224841652,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/inventory_module.png,72392,"[229, 189]",False,reference_only,ac78615144b5a78202ed3d16c76f2c24adbbb56d65f1cabdec58887144b5d8db,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/item_01_art.png,5912,"[53, 53]",False,reference_only,fb7b05eef32b47ae8df9f88396dbb142b0f4c5140b5079b23fc83ef9824d8188,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/item_01_slot.png,7297,"[61, 61]",False,reference_only,e7b30f799bb4714f9a873a3c1ce6288b7974017716c9b4fb7e7d327993a9333c,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/item_02_art.png,5172,"[53, 53]",False,reference_only,881306609c9327b8ac1e5c728c31f3d2d16e1c8239d6a2375f3f6fa0184f83da,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/item_02_slot.png,6532,"[61, 61]",False,reference_only,c9060c41753b45fb3d25cf194ee4b10050f6addef98fcc0920f8f6265bc8811f,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/item_03_art.png,6317,"[53, 53]",False,reference_only,45c355b86e4c472ba2e4a4dd8f00d8d04d280ec0d790eeeb1fd5159c78734895,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/item_03_slot.png,7734,"[61, 61]",False,reference_only,4b5c305a0ce036a596a56a1eebc8ac6b1d90c1da77a021dd8efdc7799ad3c5a1,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/item_04_art.png,6010,"[53, 53]",False,reference_only,7d38aa62743e144ded9ff9c972f6ed94ee4a5df291686c33fe086b12ecf5d130,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/item_04_slot.png,7381,"[61, 61]",False,reference_only,b97f66193e5f5be026416ece3a9df12059874f11f6c80e078f2ad4361784aed5,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/item_05_art.png,6057,"[53, 53]",False,reference_only,b7e9d0c008b2e3c22dc3a9db68686059c2a792dc16f564a8fd7edc60adaea682,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/item_05_slot.png,7482,"[61, 61]",False,reference_only,eb06a18ea277aafd86c0b870d36e139df5d8ec70aed6af2d19ea7599a4934fb2,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/item_06_art.png,6470,"[53, 53]",False,reference_only,601ebcf6f81512fb8b53af098789723514c67005828a0efa5d553c68328f3500,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/inventory/item_06_slot.png,7883,"[61, 61]",False,reference_only,f562910701be1f9db15e0c6eee0de2d823b39be8d1a32d273d46971e63c43474,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/messages/cursor.png,3461,"[37, 43]",False,reference_only,57509bec5fc9741d4403f99bd0372ec1c70d7e708f0e7eab389cafe3ae1f879d,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/messages/messages_module.png,35407,"[284, 56]",False,reference_only,e27d649c9f39f2dd9da47d3757b3499349227ae03bba03125df9e81ccad9b0b1,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/messages/monster_icon.png,2533,"[32, 34]",False,reference_only,8fc9ddbc36f6fbb09bca6a956236be58c308c6cada5c1206be9b015c9fa3d944,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/messages/monster_label.png,8956,"[166, 28]",False,reference_only,80faeb8f599c66bf059ffbaeeee399cca59a8027bbbed746caddf83de33c3f35,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/messages/monster_module.png,14222,"[201, 38]",False,reference_only,8f3e138b660d147f79da3b61b7aa1306641e201bb468d033821ce15582e44df2,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/messages/system_line_1.png,14875,"[259, 26]",False,reference_only,ebeeec40f905e147b419b370cc27eb11d7e0eb0d1a0992fe0d933483fdd8f51f,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/messages/system_line_2.png,16793,"[276, 25]",False,reference_only,0d5ab81ef3c4b149f6b5cd1e4d0deec08ddb1745c8914c45d9c520e1e1ca8ec3,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/messages/world_health.png,3666,"[106, 18]",False,reference_only,cdef48f7959bc21838bced14b889727dc2051d570d51aac114f795a719d81b59,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/map_north.png,2312,"[32, 31]",False,reference_only,e10e42625366ae9042d099e560fd8fc6184ea618bd6933302218d809bf9addbe,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/map_player_marker.png,4287,"[48, 48]",False,reference_only,3880c939c60a31bf4a5deaf8cd4fde32a9d0fe3c66e3edbc143154516d9a663e,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/map_selected_marker.png,1549,"[28, 28]",False,reference_only,b18e38c39f517c5227424b1a75fc52c5d3727a590077f0b97cdc3370666885b1,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/map_terrain.png,73324,"[229, 200]",False,reference_only,b0bb756118ab713e88517ff0ee2c53204ba96862607673af29dac08f13c2f072,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/minimap_module.png,102836,"[261, 252]",False,reference_only,44ee38c17638c8bf64d26e9f22545337880bd7f1ab053af894321bb34dd94d5b,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/minimap_utilities_module.png,21455,"[58, 220]",False,reference_only,400073e6c450da06f8829c11f6ec8c8c4f4483003371170bd9316288be307680,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/utility_bag_button.png,4272,"[51, 49]",False,reference_only,c203ff2d649f32cb6889929ab86070719c5353eb073fc3016f2c225724c555a3,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/utility_bag_icon.png,1996,"[30, 29]",False,reference_only,7185bfe7a4a2902e2d21979cced0eb295e89cf16e81920631c186b304826b7de,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/utility_flag_button.png,3780,"[51, 49]",False,reference_only,87e9c8000ba4afa5ec534f59f73cb4d59414cfe53218d8c076de6b7d3a91d5ca,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/utility_flag_icon.png,1667,"[30, 29]",False,reference_only,1f1028d81d6b9fc110da7297ef08e3e8f33e8a9829319dc32092f390862b4329,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/utility_target_button.png,4193,"[51, 49]",False,reference_only,10103f6fc17c80e11e4bcd6d746a5ba57b74f17cc126c74a28a40d46c675c70b,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/utility_target_icon.png,1984,"[30, 29]",False,reference_only,9d4d8852aaba85ab8eeea39ef3d965475288e297f68ba68f71254cea56b976c4,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/utility_zoom_button.png,4448,"[51, 49]",False,reference_only,8bac3fe23becfafc682b0ec8deaa5f9facfc728aa9e7520dfe85d063014fa96d,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/minimap/utility_zoom_icon.png,2065,"[30, 29]",False,reference_only,478d666d5e23c03e80bcb2fe9ca099bb0573fffb318ea0ed1026d1282b8f8551,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/scoreboard/score_difficulty.png,2748,"[49, 24]",False,reference_only,6f29a8a8088087d4088aa11cdbc53bedabdec97c6babeca362080cb9fddd004e,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/scoreboard/score_divider.png,2433,"[443, 6]",False,reference_only,b07377d0225dbf25e8ed9791845736d62c921ddaef448bcb2fd89f754a70c5e5,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/scoreboard/score_gold_icon.png,1138,"[23, 21]",False,reference_only,b28e00283714a671c25e7891e98bee39abb3dad9e33966fd981bd3d40d499dae,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/scoreboard/score_gold_value.png,2258,"[44, 23]",False,reference_only,d5b2432b98f35b4a8f89159851b504d1c0f1b5407b4701dbbb2800480a543093,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/scoreboard/score_headers.png,15435,"[424, 24]",False,reference_only,64b4e0ea4b25c97a78cf1bf8bb9575a37574d0cdfb97013ee8d0c6feeab41738,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/scoreboard/score_kill_icon.png,1161,"[24, 22]",False,reference_only,8b1d060b6b07223f9d0de70c346ff37d46e4ddb5826a42d2c0b53690be888a53,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/scoreboard/score_kill_value.png,1709,"[35, 22]",False,reference_only,7ccd2d5cff418082bab24711c20c858c008287a69e6d805e1a9429b018d3d9ac,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/scoreboard/score_player_avatar.png,1681,"[25, 27]",False,reference_only,e92d58ff594a0a8aeb2c7d3192869995e5727ea6b394364b7cd13d325325ec33,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/scoreboard/score_player_name.png,6099,"[128, 24]",False,reference_only,2a994b06222ae471b7ddcaed1cc1c2eeb5784e336a896f25498829aed83803e0,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/scoreboard/score_wood_icon.png,1013,"[25, 22]",False,reference_only,d7dacdf28fd325fb2e09cd99f59372c2e7b578ec940ce936e196b9948411316b,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/scoreboard/score_wood_value.png,1789,"[39, 22]",False,reference_only,fc45b25e3160e72c86c44e90c9ee3efb64288c4e8d1838fb43dd64010c6a0920,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/scoreboard/scoreboard_module.png,57049,"[460, 86]",False,reference_only,b6506b50f866998e3301a6915c9e3f7af6dba2c327674b0869076e0b3e754624,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/appearance_entry.png,5302,"[57, 57]",False,reference_only,f876294237c8d662d103a85314d0af2068d746a32c87feb6b9831d9b93f7cbf4,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/appearance_icon.png,2150,"[32, 30]",False,reference_only,d32bd35268233ba3b0b6b687345654e0b4125db327f5d8d40697016250c79b80,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/appearance_label.png,1930,"[43, 20]",False,reference_only,6468a24fb3c3c11c0842fb36c95e43a2c286b3ebe25a8992fb381ebead560c04,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/archive_entry.png,5795,"[57, 57]",False,reference_only,0cc8d56a2f08c472e2c6b6ff0349a3a604ee698d84c687acb798beb93f83dd71,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/archive_icon.png,1816,"[29, 31]",False,reference_only,d78348c26de4a2ec9a82a171ed34f772d7b04f25061fe36c2ae3eb50c1473120,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/archive_label.png,2051,"[43, 20]",False,reference_only,f720ac98bae32fddbcc01c20262769847f303e09e0c4e67ac0e14ab48bf99590,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/benefit_entry.png,4869,"[57, 57]",False,reference_only,bfc91c9e3f6fb486e55dbc87ff80518d5f94fa56533eb5973485b70faa093b3e,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/benefit_icon.png,1810,"[31, 30]",False,reference_only,5b9c7dbd3cb8265279a88648fd3d671c1fdf76cbe8b36fa5d066e5a33fca9e63,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/benefit_label.png,1888,"[43, 20]",False,reference_only,8633b6cd815e6d8f0e0a8b4a2e68785f9bad5593ba7cd9eddc434239868fd231,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/equipment_entry.png,5926,"[57, 57]",False,reference_only,9792e15c628e1d8345440b74340b78b8de73dece5ab7252f3db8352b8d73dfdb,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/equipment_icon.png,2186,"[31, 29]",False,reference_only,8cd769a17f551f0a8375047f90476d781343fb7a6984ab692cb06b15655d191a,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/equipment_label.png,2068,"[43, 20]",False,reference_only,c1ba736937abfb6ed67331607e48150b428512f8e413efda52b177c55f0f1d36,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/hide_fx_checkbox.png,1582,"[30, 30]",False,reference_only,5400806bac6fdb322d43864d1457f11e263187f2eba098b832cefcf635e7fe3e,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/hide_fx_label.png,4612,"[80, 24]",False,reference_only,09083dd01f336c139b873fabbc7832cf6bb9c623e883f4ce8a0caf39cda9f520,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/lottery_entry.png,5457,"[57, 57]",False,reference_only,5050bc3f56ea92b4c7e411b36e2a30ea7ec0e0811109939176e95010ba421e27,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/lottery_icon.png,2015,"[30, 30]",False,reference_only,c7937fb8d33c930138f8e46c220657793ee70a63e2c18ea7633fa6f571097321,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/lottery_label.png,2003,"[43, 20]",False,reference_only,889dd3d3c143ced1ccf6a75a06227ac8d29bb19f65267dbfb123b9d3afd498c0,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/return_entry.png,5627,"[57, 57]",False,reference_only,70cd9ab7c175e889c5ca49ce35c0ab32a0c2d5d14174231bca46d58f70d8a992,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/return_icon.png,1758,"[28, 29]",False,reference_only,ada4d316b3663753370ad6dd05334de8d806007858df6f7cc559c59eacc3ecc1,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/return_label.png,1953,"[43, 20]",False,reference_only,c3b074533799096bca91a183a66514a4383d0a4e1cbb8f42fc70c3898800b1a9,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/settings_entry.png,5993,"[57, 57]",False,reference_only,c50faf6f2616a31885f01b8688282e22593bfdb3f124353024215338c842df41,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/settings_icon.png,2383,"[31, 30]",False,reference_only,5fe2d06d94ccedfdbcfcd662af0c91e288e90ba978debfca714911abd4377924,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/settings_label.png,1979,"[43, 20]",False,reference_only,9e545a8bb58c19d830101182353d351ce64e51a18f588c3909d6778f4630f546,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/social_entry.png,4908,"[57, 57]",False,reference_only,c2e6f927efd108a726dcf60503889c79fb9edc857b5774d62bbbc5db9da570f5,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/social_icon.png,1860,"[34, 29]",False,reference_only,1df8aaff8f9b3c820e80fdb8c4baea60996389ad961003e21a12eaf4c70d15ac,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/social_label.png,1891,"[43, 20]",False,reference_only,2dbca5344575dc9ae9adca38aa602875f8722b2730cbb98b29039a784e949de1,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/top_module.png,111860,"[646, 111]",False,reference_only,e10f16e906fefbfaea0e60c896703fae74a0e989252eec3c4d11b7c1cce2dba9,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/treasure_entry.png,6224,"[57, 57]",False,reference_only,7eda9bf64f72bd8e0173aecae1690887053832ad6efc9a5b33e3deb582dc6f3d,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/treasure_icon.png,2383,"[33, 28]",False,reference_only,a3f3a1a449832e63d976d55069d6e9bb8c4ba5c0f524e2e357025b3b92b1d0a9,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/top/treasure_label.png,1964,"[43, 20]",False,reference_only,32c09b684f83b518bfddc16a2f263fdedfb5343f249359c0f91c90d4b982d150,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/wave/timer_fill.png,853,"[89, 7]",False,reference_only,329a73e00349bb77701fc6c61f3b6eaef3f62122e5b79da0417d27927ded1ba3,,保留原包；只在需要时接入
main_hud_exact_v1/01_exact/wave/timer_track.png,2551,"[163, 14]",False,reference_only,5772630ab379c025e23188231d9ced0bf960f8cdb05ba35f6369fc461e868090,,保留原包；只在需要时接入
